ano,bioma,lat,long,mes,focos
2007,Pantanal,0,0,SETEMBRO,5498
2007,Pantanal,0,0,OUTUBRO,1481
2007,Pantanal,0,0,NOVEMBRO,189
2007,Pantanal,0,0,DEZEMBRO,45
2008,Pantanal,0,0,JANEIRO,14
2008,Pantanal,0,0,FEVEREIRO,13
2008,Pantanal,0,0,MARÇO,20
2008,Pantanal,0,0,ABRIL,28
2008,Pantanal,0,0,MAIO,48
2008,Pantanal,0,0,JUNHO,44
2008,Pantanal,0,0,JULHO,216
2008,Pantanal,0,0,AGOSTO,588
2008,Pantanal,0,0,SETEMBRO,1660
2008,Pantanal,0,0,OUTUBRO,1046
2008,Pantanal,0,0,NOVEMBRO,274
2008,Pantanal,0,0,DEZEMBRO,594
2009,Pantanal,0,0,JANEIRO,380
2009,Pantanal,0,0,FEVEREIRO,117
2009,Pantanal,0,0,MARÇO,71
2009,Pantanal,0,0,ABRIL,525
2009,Pantanal,0,0,MAIO,815
2009,Pantanal,0,0,JUNHO,308
2009,Pantanal,0,0,JULHO,311
2009,Pantanal,0,0,AGOSTO,695
2009,Pantanal,0,0,SETEMBRO,1127
2009,Pantanal,0,0,OUTUBRO,919
2009,Pantanal,0,0,NOVEMBRO,414
2009,Pantanal,0,0,DEZEMBRO,55
2010,Pantanal,0,0,JANEIRO,31
2010,Pantanal,0,0,FEVEREIRO,47
2010,Pantanal,0,0,MARÇO,88
2010,Pantanal,0,0,ABRIL,87
2010,Pantanal,0,0,MAIO,67
2010,Pantanal,0,0,JUNHO,247
2010,Pantanal,0,0,JULHO,511
2010,Pantanal,0,0,AGOSTO,1548
2010,Pantanal,0,0,SETEMBRO,3072
2010,Pantanal,0,0,OUTUBRO,1142
2010,Pantanal,0,0,NOVEMBRO,385
2010,Pantanal,0,0,DEZEMBRO,795
2011,Pantanal,0,0,JANEIRO,145
2011,Pantanal,0,0,FEVEREIRO,22
2011,Pantanal,0,0,MARÇO,2
2011,Pantanal,0,0,ABRIL,2
2011,Pantanal,0,0,MAIO,20
2011,Pantanal,0,0,JUNHO,42
2011,Pantanal,0,0,JULHO,105
2011,Pantanal,0,0,AGOSTO,309
2011,Pantanal,0,0,SETEMBRO,807
2011,Pantanal,0,0,OUTUBRO,562
2011,Pantanal,0,0,NOVEMBRO,873
2011,Pantanal,0,0,DEZEMBRO,643
2012,Pantanal,0,0,JANEIRO,188
2012,Pantanal,0,0,FEVEREIRO,83
2012,Pantanal,0,0,MARÇO,97
2012,Pantanal,0,0,ABRIL,38
2012,Pantanal,0,0,MAIO,115
2012,Pantanal,0,0,JUNHO,109
2012,Pantanal,0,0,JULHO,490
2012,Pantanal,0,0,AGOSTO,2698
2012,Pantanal,0,0,SETEMBRO,2518
2012,Pantanal,0,0,OUTUBRO,832
2012,Pantanal,0,0,NOVEMBRO,157
2012,Pantanal,0,0,DEZEMBRO,122
2013,Pantanal,0,0,JANEIRO,108
2013,Pantanal,0,0,FEVEREIRO,55
2013,Pantanal,0,0,MARÇO,115
2013,Pantanal,0,0,ABRIL,51
2013,Pantanal,0,0,MAIO,47
2013,Pantanal,0,0,JUNHO,17
2013,Pantanal,0,0,JULHO,129
2013,Pantanal,0,0,AGOSTO,440
2013,Pantanal,0,0,SETEMBRO,1201
2013,Pantanal,0,0,OUTUBRO,544
2013,Pantanal,0,0,NOVEMBRO,513
2013,Pantanal,0,0,DEZEMBRO,176
2014,Pantanal,0,0,JANEIRO,103
2014,Pantanal,0,0,FEVEREIRO,64
2014,Pantanal,0,0,MARÇO,23
2014,Pantanal,0,0,ABRIL,55
2014,Pantanal,0,0,MAIO,16
2014,Pantanal,0,0,JUNHO,27
2014,Pantanal,0,0,JULHO,90
2014,Pantanal,0,0,AGOSTO,134
2014,Pantanal,0,0,SETEMBRO,375
2014,Pantanal,0,0,OUTUBRO,459
2014,Pantanal,0,0,NOVEMBRO,184
2014,Pantanal,0,0,DEZEMBRO,37
2015,Pantanal,0,0,JANEIRO,95
2015,Pantanal,0,0,FEVEREIRO,51
2015,Pantanal,0,0,MARÇO,28
2015,Pantanal,0,0,ABRIL,29
2015,Pantanal,0,0,MAIO,36
2015,Pantanal,0,0,JUNHO,218
2015,Pantanal,0,0,JULHO,225
2015,Pantanal,0,0,AGOSTO,1025
2015,Pantanal,0,0,SETEMBRO,1181
2015,Pantanal,0,0,OUTUBRO,794
2015,Pantanal,0,0,NOVEMBRO,282
2015,Pantanal,0,0,DEZEMBRO,494
2016,Pantanal,0,0,JANEIRO,37
2016,Pantanal,0,0,FEVEREIRO,29
2016,Pantanal,0,0,MARÇO,18
2016,Pantanal,0,0,ABRIL,34
2016,Pantanal,0,0,MAIO,59
2016,Pantanal,0,0,JUNHO,93
2016,Pantanal,0,0,JULHO,542
2016,Pantanal,0,0,AGOSTO,966
2016,Pantanal,0,0,SETEMBRO,2000
2016,Pantanal,0,0,OUTUBRO,1066
2016,Pantanal,0,0,NOVEMBRO,215
2016,Pantanal,0,0,DEZEMBRO,125
2017,Pantanal,0,0,JANEIRO,261
2017,Pantanal,0,0,FEVEREIRO,73
2017,Pantanal,0,0,MARÇO,68
2017,Pantanal,0,0,ABRIL,38
2017,Pantanal,0,0,MAIO,48
2017,Pantanal,0,0,JUNHO,93
2017,Pantanal,0,0,JULHO,610
2017,Pantanal,0,0,AGOSTO,1092
2017,Pantanal,0,0,SETEMBRO,2588
2017,Pantanal,0,0,OUTUBRO,669
2017,Pantanal,0,0,NOVEMBRO,214
2017,Pantanal,0,0,DEZEMBRO,19
2018,Pantanal,0,0,JANEIRO,23
2018,Pantanal,0,0,FEVEREIRO,8
2018,Pantanal,0,0,MARÇO,14
2018,Pantanal,0,0,ABRIL,19
2018,Pantanal,0,0,MAIO,28
2018,Pantanal,0,0,JUNHO,46
2018,Pantanal,0,0,JULHO,190
2018,Pantanal,0,0,AGOSTO,275
2018,Pantanal,0,0,SETEMBRO,785
2018,Pantanal,0,0,OUTUBRO,120
2018,Pantanal,0,0,NOVEMBRO,20
2018,Pantanal,0,0,DEZEMBRO,163
2019,Pantanal,0,0,JANEIRO,337
2019,Pantanal,0,0,FEVEREIRO,211
2019,Pantanal,0,0,MARÇO,93
2019,Pantanal,0,0,ABRIL,33
2019,Pantanal,0,0,MAIO,68
2019,Pantanal,0,0,JUNHO,239
2019,Pantanal,0,0,JULHO,494
2019,Pantanal,0,0,AGOSTO,1690
2019,Pantanal,0,0,SETEMBRO,2887
2019,Pantanal,0,0,OUTUBRO,2430
2019,Pantanal,0,0,NOVEMBRO,1296
2019,Pantanal,0,0,DEZEMBRO,247
2020,Pantanal,0,0,JANEIRO,265
2020,Pantanal,0,0,FEVEREIRO,164
2020,Pantanal,0,0,MARÇO,602
2020,Pantanal,0,0,ABRIL,784
2020,Pantanal,0,0,MAIO,313
2020,Pantanal,0,0,JUNHO,406
2020,Pantanal,0,0,JULHO,1684
2020,Pantanal,0,0,AGOSTO,5935
2020,Pantanal,0,0,SETEMBRO,5682
2020,Pantanal,0,0,OUTUBRO,0
2020,Pantanal,0,0,NOVEMBRO,0
2020,Pantanal,0,0,DEZEMBRO,0
1998,Cerrado,0,0,JANEIRO,0
1998,Cerrado,0,0,FEVEREIRO,0
1998,Cerrado,0,0,MARÇO,0
1998,Cerrado,0,0,ABRIL,0
1998,Cerrado,0,0,MAIO,0
1998,Cerrado,0,0,JUNHO,1653
1998,Cerrado,0,0,JULHO,3986
1998,Cerrado,0,0,AGOSTO,14146
1998,Cerrado,0,0,SETEMBRO,17843
1998,Cerrado,0,0,OUTUBRO,8535
1998,Cerrado,0,0,NOVEMBRO,1095
1998,Cerrado,0,0,DEZEMBRO,448
1999,Cerrado,0,0,JANEIRO,188
1999,Cerrado,0,0,FEVEREIRO,469
1999,Cerrado,0,0,MARÇO,82
1999,Cerrado,0,0,ABRIL,382
1999,Cerrado,0,0,MAIO,856
1999,Cerrado,0,0,JUNHO,1757
1999,Cerrado,0,0,JULHO,3465
1999,Cerrado,0,0,AGOSTO,11933
1999,Cerrado,0,0,SETEMBRO,14455
1999,Cerrado,0,0,OUTUBRO,8354
1999,Cerrado,0,0,NOVEMBRO,1434
1999,Cerrado,0,0,DEZEMBRO,475
2000,Cerrado,0,0,JANEIRO,266
2000,Cerrado,0,0,FEVEREIRO,89
2000,Cerrado,0,0,MARÇO,114
2000,Cerrado,0,0,ABRIL,253
2000,Cerrado,0,0,MAIO,914
2000,Cerrado,0,0,JUNHO,2556
2000,Cerrado,0,0,JULHO,2530
2000,Cerrado,0,0,AGOSTO,6995
2000,Cerrado,0,0,SETEMBRO,10117
2000,Cerrado,0,0,OUTUBRO,9038
2000,Cerrado,0,0,NOVEMBRO,1149
2000,Cerrado,0,0,DEZEMBRO,372
2001,Cerrado,0,0,JANEIRO,182
2001,Cerrado,0,0,FEVEREIRO,109
2001,Cerrado,0,0,MARÇO,69
2001,Cerrado,0,0,ABRIL,304
2001,Cerrado,0,0,MAIO,713
2001,Cerrado,0,0,JUNHO,3606
2001,Cerrado,0,0,JULHO,3242
2001,Cerrado,0,0,AGOSTO,9541
2001,Cerrado,0,0,SETEMBRO,16623
2001,Cerrado,0,0,OUTUBRO,7702
2001,Cerrado,0,0,NOVEMBRO,1834
2001,Cerrado,0,0,DEZEMBRO,609
2002,Cerrado,0,0,JANEIRO,368
2002,Cerrado,0,0,FEVEREIRO,355
2002,Cerrado,0,0,MARÇO,391
2002,Cerrado,0,0,ABRIL,777
2002,Cerrado,0,0,MAIO,1884
2002,Cerrado,0,0,JUNHO,4210
2002,Cerrado,0,0,JULHO,7462
2002,Cerrado,0,0,AGOSTO,17815
2002,Cerrado,0,0,SETEMBRO,30105
2002,Cerrado,0,0,OUTUBRO,16744
2002,Cerrado,0,0,NOVEMBRO,5273
2002,Cerrado,0,0,DEZEMBRO,1802
2003,Cerrado,0,0,JANEIRO,654
2003,Cerrado,0,0,FEVEREIRO,587
2003,Cerrado,0,0,MARÇO,472
2003,Cerrado,0,0,ABRIL,1052
2003,Cerrado,0,0,MAIO,2475
2003,Cerrado,0,0,JUNHO,7079
2003,Cerrado,0,0,JULHO,10477
2003,Cerrado,0,0,AGOSTO,10140
2003,Cerrado,0,0,SETEMBRO,29227
2003,Cerrado,0,0,OUTUBRO,15008
2003,Cerrado,0,0,NOVEMBRO,4763
2003,Cerrado,0,0,DEZEMBRO,2179
2004,Cerrado,0,0,JANEIRO,452
2004,Cerrado,0,0,FEVEREIRO,376
2004,Cerrado,0,0,MARÇO,773
2004,Cerrado,0,0,ABRIL,970
2004,Cerrado,0,0,MAIO,2975
2004,Cerrado,0,0,JUNHO,7047
2004,Cerrado,0,0,JULHO,8804
2004,Cerrado,0,0,AGOSTO,12473
2004,Cerrado,0,0,SETEMBRO,33509
2004,Cerrado,0,0,OUTUBRO,15148
2004,Cerrado,0,0,NOVEMBRO,8243
2004,Cerrado,0,0,DEZEMBRO,2792
2005,Cerrado,0,0,JANEIRO,587
2005,Cerrado,0,0,FEVEREIRO,869
2005,Cerrado,0,0,MARÇO,536
2005,Cerrado,0,0,ABRIL,1071
2005,Cerrado,0,0,MAIO,1968
2005,Cerrado,0,0,JUNHO,3383
2005,Cerrado,0,0,JULHO,7454
2005,Cerrado,0,0,AGOSTO,14627
2005,Cerrado,0,0,SETEMBRO,24521
2005,Cerrado,0,0,OUTUBRO,23550
2005,Cerrado,0,0,NOVEMBRO,5251
2005,Cerrado,0,0,DEZEMBRO,1930
2006,Cerrado,0,0,JANEIRO,1001
2006,Cerrado,0,0,FEVEREIRO,413
2006,Cerrado,0,0,MARÇO,498
2006,Cerrado,0,0,ABRIL,584
2006,Cerrado,0,0,MAIO,1650
2006,Cerrado,0,0,JUNHO,3415
2006,Cerrado,0,0,JULHO,6442
2006,Cerrado,0,0,AGOSTO,11705
2006,Cerrado,0,0,SETEMBRO,16566
2006,Cerrado,0,0,OUTUBRO,7524
2006,Cerrado,0,0,NOVEMBRO,5274
2006,Cerrado,0,0,DEZEMBRO,1808
2007,Cerrado,0,0,JANEIRO,755
2007,Cerrado,0,0,FEVEREIRO,402
2007,Cerrado,0,0,MARÇO,1118
2007,Cerrado,0,0,ABRIL,964
2007,Cerrado,0,0,MAIO,2924
2007,Cerrado,0,0,JUNHO,7051
2007,Cerrado,0,0,JULHO,10548
2007,Cerrado,0,0,AGOSTO,35678
2007,Cerrado,0,0,SETEMBRO,49980
2007,Cerrado,0,0,OUTUBRO,22008
2007,Cerrado,0,0,NOVEMBRO,4939
2007,Cerrado,0,0,DEZEMBRO,1551
2008,Cerrado,0,0,JANEIRO,421
2008,Cerrado,0,0,FEVEREIRO,321
2008,Cerrado,0,0,MARÇO,339
2008,Cerrado,0,0,ABRIL,590
2008,Cerrado,0,0,MAIO,1320
2008,Cerrado,0,0,JUNHO,2632
2008,Cerrado,0,0,JULHO,5229
2008,Cerrado,0,0,AGOSTO,8643
2008,Cerrado,0,0,SETEMBRO,15477
2008,Cerrado,0,0,OUTUBRO,17024
2008,Cerrado,0,0,NOVEMBRO,5486
2008,Cerrado,0,0,DEZEMBRO,1452
2009,Cerrado,0,0,JANEIRO,676
2009,Cerrado,0,0,FEVEREIRO,403
2009,Cerrado,0,0,MARÇO,461
2009,Cerrado,0,0,ABRIL,448
2009,Cerrado,0,0,MAIO,836
2009,Cerrado,0,0,JUNHO,1641
2009,Cerrado,0,0,JULHO,4224
2009,Cerrado,0,0,AGOSTO,6492
2009,Cerrado,0,0,SETEMBRO,9851
2009,Cerrado,0,0,OUTUBRO,5526
2009,Cerrado,0,0,NOVEMBRO,4195
2009,Cerrado,0,0,DEZEMBRO,1146
2010,Cerrado,0,0,JANEIRO,717
2010,Cerrado,0,0,FEVEREIRO,751
2010,Cerrado,0,0,MARÇO,883
2010,Cerrado,0,0,ABRIL,1438
2010,Cerrado,0,0,MAIO,2508
2010,Cerrado,0,0,JUNHO,6443
2010,Cerrado,0,0,JULHO,12359
2010,Cerrado,0,0,AGOSTO,35226
2010,Cerrado,0,0,SETEMBRO,52491
2010,Cerrado,0,0,OUTUBRO,14419
2010,Cerrado,0,0,NOVEMBRO,4623
2010,Cerrado,0,0,DEZEMBRO,1536
2011,Cerrado,0,0,JANEIRO,456
2011,Cerrado,0,0,FEVEREIRO,321
2011,Cerrado,0,0,MARÇO,308
2011,Cerrado,0,0,ABRIL,703
2011,Cerrado,0,0,MAIO,1376
2011,Cerrado,0,0,JUNHO,3378
2011,Cerrado,0,0,JULHO,5366
2011,Cerrado,0,0,AGOSTO,11387
2011,Cerrado,0,0,SETEMBRO,26468
2011,Cerrado,0,0,OUTUBRO,7656
2011,Cerrado,0,0,NOVEMBRO,2889
2011,Cerrado,0,0,DEZEMBRO,1374
2012,Cerrado,0,0,JANEIRO,421
2012,Cerrado,0,0,FEVEREIRO,478
2012,Cerrado,0,0,MARÇO,764
2012,Cerrado,0,0,ABRIL,1092
2012,Cerrado,0,0,MAIO,1896
2012,Cerrado,0,0,JUNHO,3817
2012,Cerrado,0,0,JULHO,9362
2012,Cerrado,0,0,AGOSTO,22737
2012,Cerrado,0,0,SETEMBRO,30053
2012,Cerrado,0,0,OUTUBRO,16515
2012,Cerrado,0,0,NOVEMBRO,1830
2012,Cerrado,0,0,DEZEMBRO,1635
2013,Cerrado,0,0,JANEIRO,475
2013,Cerrado,0,0,FEVEREIRO,604
2013,Cerrado,0,0,MARÇO,613
2013,Cerrado,0,0,ABRIL,706
2013,Cerrado,0,0,MAIO,1418
2013,Cerrado,0,0,JUNHO,2684
2013,Cerrado,0,0,JULHO,4761
2013,Cerrado,0,0,AGOSTO,8496
2013,Cerrado,0,0,SETEMBRO,12615
2013,Cerrado,0,0,OUTUBRO,7696
2013,Cerrado,0,0,NOVEMBRO,2370
2013,Cerrado,0,0,DEZEMBRO,1579
2014,Cerrado,0,0,JANEIRO,567
2014,Cerrado,0,0,FEVEREIRO,315
2014,Cerrado,0,0,MARÇO,497
2014,Cerrado,0,0,ABRIL,897
2014,Cerrado,0,0,MAIO,1673
2014,Cerrado,0,0,JUNHO,3849
2014,Cerrado,0,0,JULHO,6220
2014,Cerrado,0,0,AGOSTO,15525
2014,Cerrado,0,0,SETEMBRO,15523
2014,Cerrado,0,0,OUTUBRO,16357
2014,Cerrado,0,0,NOVEMBRO,3085
2014,Cerrado,0,0,DEZEMBRO,1363
2015,Cerrado,0,0,JANEIRO,1096
2015,Cerrado,0,0,FEVEREIRO,383
2015,Cerrado,0,0,MARÇO,528
2015,Cerrado,0,0,ABRIL,634
2015,Cerrado,0,0,MAIO,1174
2015,Cerrado,0,0,JUNHO,3313
2015,Cerrado,0,0,JULHO,4662
2015,Cerrado,0,0,AGOSTO,12684
2015,Cerrado,0,0,SETEMBRO,23795
2015,Cerrado,0,0,OUTUBRO,19531
2015,Cerrado,0,0,NOVEMBRO,4731
2015,Cerrado,0,0,DEZEMBRO,2563
2016,Cerrado,0,0,JANEIRO,392
2016,Cerrado,0,0,FEVEREIRO,1048
2016,Cerrado,0,0,MARÇO,767
2016,Cerrado,0,0,ABRIL,1449
2016,Cerrado,0,0,MAIO,1782
2016,Cerrado,0,0,JUNHO,3187
2016,Cerrado,0,0,JULHO,8675
2016,Cerrado,0,0,AGOSTO,13730
2016,Cerrado,0,0,SETEMBRO,13256
2016,Cerrado,0,0,OUTUBRO,9968
2016,Cerrado,0,0,NOVEMBRO,3647
2016,Cerrado,0,0,DEZEMBRO,932
2017,Cerrado,0,0,JANEIRO,491
2017,Cerrado,0,0,FEVEREIRO,376
2017,Cerrado,0,0,MARÇO,687
2017,Cerrado,0,0,ABRIL,696
2017,Cerrado,0,0,MAIO,1428
2017,Cerrado,0,0,JUNHO,2858
2017,Cerrado,0,0,JULHO,6258
2017,Cerrado,0,0,AGOSTO,10815
2017,Cerrado,0,0,SETEMBRO,26975
2017,Cerrado,0,0,OUTUBRO,12393
2017,Cerrado,0,0,NOVEMBRO,2345
2017,Cerrado,0,0,DEZEMBRO,1440
2018,Cerrado,0,0,JANEIRO,521
2018,Cerrado,0,0,FEVEREIRO,235
2018,Cerrado,0,0,MARÇO,842
2018,Cerrado,0,0,ABRIL,549
2018,Cerrado,0,0,MAIO,1729
2018,Cerrado,0,0,JUNHO,2922
2018,Cerrado,0,0,JULHO,5220
2018,Cerrado,0,0,AGOSTO,7992
2018,Cerrado,0,0,SETEMBRO,11467
2018,Cerrado,0,0,OUTUBRO,5041
2018,Cerrado,0,0,NOVEMBRO,1763
2018,Cerrado,0,0,DEZEMBRO,1168
2019,Cerrado,0,0,JANEIRO,1213
2019,Cerrado,0,0,FEVEREIRO,574
2019,Cerrado,0,0,MARÇO,936
2019,Cerrado,0,0,ABRIL,753
2019,Cerrado,0,0,MAIO,1719
2019,Cerrado,0,0,JUNHO,4088
2019,Cerrado,0,0,JULHO,5346
2019,Cerrado,0,0,AGOSTO,12906
2019,Cerrado,0,0,SETEMBRO,22989
2019,Cerrado,0,0,OUTUBRO,8356
2019,Cerrado,0,0,NOVEMBRO,3251
2019,Cerrado,0,0,DEZEMBRO,1743
2020,Cerrado,0,0,JANEIRO,662
2020,Cerrado,0,0,FEVEREIRO,709
2020,Cerrado,0,0,MARÇO,890
2020,Cerrado,0,0,ABRIL,1158
2020,Cerrado,0,0,MAIO,1481
2020,Cerrado,0,0,JUNHO,3487
2020,Cerrado,0,0,JULHO,5663
2020,Cerrado,0,0,AGOSTO,10155
2020,Cerrado,0,0,SETEMBRO,16109
2020,Cerrado,0,0,OUTUBRO,0
2020,Cerrado,0,0,NOVEMBRO,0
2020,Cerrado,0,0,DEZEMBRO,0
